section,engine,variant,case,threads,ms,mb_s,size_mb,pixels_ok,note
rumi,rumi,planar>pfor@512,"bytes, verify=True",16,50.0,7227,249.7,True,
rumi,rumi,planar>zstd@1024,"bytes, verify=True",16,90.7,3987,224.2,True,
window,GDAL GTiff,orig,16x1024 aligned,16,168.7,298,,True,
window,GDAL GTiff,orig,16x1024 aligned b1,16,163.6,103,,True,
window,GDAL GTiff,orig,16x1024 offset-half,16,217.9,231,,True,
window,GDAL GTiff,orig,16x1024 offset-half b1,16,210.8,80,,True,
window,GDAL GTiff,orig,"band 1 only, full extent",16,104.9,1149,,True,
window,GDAL LIBERTIFF,orig,16x1024 aligned,16,164.3,306,,True,
window,GDAL LIBERTIFF,orig,16x1024 aligned b1,16,161.7,104,,True,
window,GDAL LIBERTIFF,orig,16x1024 offset-half,16,191.8,262,,True,
window,GDAL LIBERTIFF,orig,16x1024 offset-half b1,16,183.8,91,,True,
window,GDAL LIBERTIFF,orig,"band 1 only, full extent",16,82.6,1460,,True,
window,GDAL GTiff,deflate-band-1024,16x1024 aligned,16,70.7,712,,True,
window,GDAL GTiff,deflate-band-1024,16x1024 aligned b1,16,58.1,289,,True,
window,GDAL GTiff,deflate-band-1024,16x1024 offset-half,16,75.9,663,,True,
window,GDAL GTiff,deflate-band-1024,16x1024 offset-half b1,16,72.7,231,,True,
window,GDAL GTiff,deflate-band-1024,"band 1 only, full extent",16,34.5,3496,,True,
window,GDAL LIBERTIFF,deflate-band-1024,16x1024 aligned,16,55.5,906,,True,
window,GDAL LIBERTIFF,deflate-band-1024,16x1024 aligned b1,16,53.9,311,,True,
window,GDAL LIBERTIFF,deflate-band-1024,16x1024 offset-half,16,74.2,678,,True,
window,GDAL LIBERTIFF,deflate-band-1024,16x1024 offset-half b1,16,62.6,268,,True,
window,GDAL LIBERTIFF,deflate-band-1024,"band 1 only, full extent",16,30.8,3909,,True,
window,GDAL GTiff,zstd-band-1024,16x1024 aligned,16,45.7,1100,,True,
window,GDAL GTiff,zstd-band-1024,16x1024 aligned b1,16,29.1,577,,True,
window,GDAL GTiff,zstd-band-1024,16x1024 offset-half,16,53.2,947,,True,
window,GDAL GTiff,zstd-band-1024,16x1024 offset-half b1,16,43.5,385,,True,
window,GDAL GTiff,zstd-band-1024,"band 1 only, full extent",16,23.1,5216,,True,
window,GDAL LIBERTIFF,zstd-band-1024,16x1024 aligned,16,28.9,1740,,True,
window,GDAL LIBERTIFF,zstd-band-1024,16x1024 aligned b1,16,25.3,662,,True,
window,GDAL LIBERTIFF,zstd-band-1024,16x1024 offset-half,16,47.2,1067,,True,
window,GDAL LIBERTIFF,zstd-band-1024,16x1024 offset-half b1,16,36.2,464,,True,
window,GDAL LIBERTIFF,zstd-band-1024,"band 1 only, full extent",16,17.9,6741,,True,
